id,year,code,title,totemp
554,2009,335000,"Electrical Equipment, Appliance, and Component Manufacturing",394810
555,2009,336000,Transportation Equipment Manufacturing,1444180
556,2009,337000,Furniture and Related Product Manufacturing,418510
557,2009,339000,Miscellaneous Manufacturing,604400
558,2009,423000,"Merchant Wholesalers, Durable Goods",2909390
559,2009,424000,"Merchant Wholesalers, Nondurable Goods",2007630
560,2009,425000,Wholesale Electronic Markets and Agents and Brokers,817020
561,2009,441000,Motor Vehicle and Parts Dealers,1688810
562,2009,442000,Furniture and Home Furnishings Stores,477800
563,2009,443000,Electronics and Appliance Stores,519780
564,2009,444000,Building Material and Garden Equipment and Supplies Dealers,1211990
565,2009,445000,Food and Beverage Stores,2853180
566,2009,446000,Health and Personal Care Stores,995660
567,2009,447000,Gasoline Stations,832310
568,2009,448000,Clothing and Clothing Accessories Stores,1412690
569,2009,451000,"Sporting Goods, Hobby, Book, and Music Stores",644350
570,2009,452000,General Merchandise Stores,3092130
571,2009,453000,Miscellaneous Store Retailers,813360
572,2009,454000,Nonstore Retailers,432760
573,2009,481000,Air Transportation,470030
574,2009,482000,Rail Transportation,226350
575,2009,483000,Water Transportation,64830
576,2009,484000,Truck Transportation,1319000
577,2009,485000,Transit and Ground Passenger Transportation,436810
578,2009,486000,Pipeline Transportation,41340
579,2009,487000,Scenic and Sightseeing Transportation,26450
580,2009,488000,Support Activities for Transportation,564560
581,2009,491000,Postal Service,720200
582,2009,492000,Couriers and Messengers,552300
583,2009,493000,Warehousing and Storage,663740
584,2009,511000,Publishing Industries (except Internet),829310
585,2009,512000,Motion Picture and Sound Recording Industries,368220
586,2009,515000,Broadcasting (except Internet),308230
587,2009,517000,Telecommunications,981310
588,2009,518000,"Data Processing, Hosting and Related Services",254140
589,2009,519000,Other Information Services,135620
590,2009,521000,Monetary Authorities-Central Bank,21100
591,2009,522000,Credit Intermediation and Related Activities,2625120
592,2009,523000,"Securities, Commodity Contracts, and Other Financial Investments and Related Activities",834950
593,2009,524000,Insurance Carriers and Related Activities,2136560
594,2009,525000,"Funds, Trusts, and Other Financial Vehicles",88950
595,2009,531000,Real Estate,1421530
596,2009,532000,Rental and Leasing Services,571040
597,2009,533000,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),26240
598,2009,541000,"Professional, Scientific, and Technical Services",7610310
599,2009,551000,Management of Companies and Enterprises,1919180
600,2009,561000,Administrative and Support Services,7173740
601,2009,562000,Waste Management and Remediation Services,354670
602,2009,611000,Educational Services,12795350
603,2009,621000,Ambulatory Health Care Services,5752600
604,2009,622000,Hospitals,5622110
605,2009,623000,Nursing and Residential Care Facilities,3069950
606,2009,624000,Social Assistance,2422840
607,2009,711000,"Performing Arts, Spectator Sports, and Related Industries",412690
608,2009,712000,"Museums, Historical Sites, and Similar Institutions",128680
609,2009,713000,"Amusement, Gambling, and Recreation Industries",1387370
610,2009,721000,Accommodation,1787030
611,2009,722000,Food Services and Drinking Places,9495360
612,2009,811000,Repair and Maintenance,1174420
613,2009,812000,Personal and Laundry Services,1304510
614,2009,813000,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1345050
615,2009,999000,"Federal, State, and Local Government (OES Designation)",9928110
616,2008,113000,Forestry and Logging,56740
617,2008,115000,Support Activities for Agriculture and Forestry,331850
618,2008,211000,Oil and Gas Extraction,149800
619,2008,212000,Mining (except Oil and Gas),224470
620,2008,213000,Support Activities for Mining,311380
621,2008,221000,Utilities,557010
622,2008,236000,Construction of Buildings,1713190
623,2008,237000,Heavy and Civil Engineering Construction,1006170
624,2008,238000,Specialty Trade Contractors,4736940
625,2008,311000,Food Manufacturing,1478440
626,2008,312000,Beverage and Tobacco Product Manufacturing,197700
627,2008,313000,Textile Mills,157000
628,2008,314000,Textile Product Mills,154680
629,2008,315000,Apparel Manufacturing,204460
630,2008,316000,Leather and Allied Product Manufacturing,33610
631,2008,321000,Wood Product Manufacturing,484510
632,2008,322000,Paper Manufacturing,448520
633,2008,323000,Printing and Related Support Activities,608040
634,2008,324000,Petroleum and Coal Products Manufacturing,116900
635,2008,325000,Chemical Manufacturing,854940
636,2008,326000,Plastics and Rubber Products Manufacturing,748130
637,2008,327000,Nonmetallic Mineral Product Manufacturing,487990
638,2008,331000,Primary Metal Manufacturing,449850
639,2008,332000,Fabricated Metal Product Manufacturing,1556840
640,2008,333000,Machinery Manufacturing,1181070
641,2008,334000,Computer and Electronic Product Manufacturing,1256170
642,2008,335000,"Electrical Equipment, Appliance, and Component Manufacturing",425430
643,2008,336000,Transportation Equipment Manufacturing,1668220
644,2008,337000,Furniture and Related Product Manufacturing,504730
645,2008,339000,Miscellaneous Manufacturing,638150
646,2008,423000,"Merchant Wholesalers, Durable Goods",3094120
647,2008,424000,"Merchant Wholesalers, Nondurable Goods",2071460
648,2008,425000,Wholesale Electronic Markets and Agents and Brokers,846340
649,2008,441000,Motor Vehicle and Parts Dealers,1887020
650,2008,442000,Furniture and Home Furnishings Stores,559010
651,2008,443000,Electronics and Appliance Stores,563460
652,2008,444000,Building Material and Garden Equipment and Supplies Dealers,1286800
653,2008,445000,Food and Beverage Stores,2875690
654,2008,446000,Health and Personal Care Stores,1010990
655,2008,447000,Gasoline Stations,855480
656,2008,448000,Clothing and Clothing Accessories Stores,1523220
657,2008,451000,"Sporting Goods, Hobby, Book, and Music Stores",670780
658,2008,452000,General Merchandise Stores,3099200
659,2008,453000,Miscellaneous Store Retailers,862750
660,2008,454000,Nonstore Retailers,447140
661,2008,481000,Air Transportation,495610
662,2008,482000,Rail Transportation,219740
663,2008,483000,Water Transportation,63940
664,2008,484000,Truck Transportation,1426510
665,2008,485000,Transit and Ground Passenger Transportation,434020
666,2008,486000,Pipeline Transportation,40400
667,2008,487000,Scenic and Sightseeing Transportation,28640
668,2008,488000,Support Activities for Transportation,587990
669,2008,491000,Postal Service,771930
670,2008,492000,Couriers and Messengers,585820
671,2008,493000,Warehousing and Storage,692060
672,2008,511000,Publishing Industries (except Internet),892060
673,2008,512000,Motion Picture and Sound Recording Industries,391920
674,2008,515000,Broadcasting (except Internet),317890
675,2008,517000,Telecommunications,1021510
676,2008,518000,"Data Processing, Hosting and Related Services",263140
677,2008,519000,Other Information Services,132770
678,2008,521000,Monetary Authorities-Central Bank,21510
679,2008,522000,Credit Intermediation and Related Activities,2771140
680,2008,523000,"Securities, Commodity Contracts, and Other Financial Investments and Related Activities",868960
681,2008,524000,Insurance Carriers and Related Activities,2165930
682,2008,525000,"Funds, Trusts, and Other Financial Vehicles",88920
683,2008,531000,Real Estate,1482820
684,2008,532000,Rental and Leasing Services,627480
685,2008,533000,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),27080
686,2008,541000,"Professional, Scientific, and Technical Services",7747850
687,2008,551000,Management of Companies and Enterprises,1916450
688,2008,561000,Administrative and Support Services,8020090
689,2008,562000,Waste Management and Remediation Services,358990
690,2008,611000,Educational Services,12655780
691,2008,621000,Ambulatory Health Care Services,5599380
692,2008,622000,Hospitals,5536100
693,2008,623000,Nursing and Residential Care Facilities,3001390
694,2008,624000,Social Assistance,2362380
695,2008,711000,"Performing Arts, Spectator Sports, and Related Industries",420380
696,2008,712000,"Museums, Historical Sites, and Similar Institutions",131260
697,2008,713000,"Amusement, Gambling, and Recreation Industries",1422590
698,2008,721000,Accommodation,1862060
699,2008,722000,Food Services and Drinking Places,9663520
700,2008,811000,Repair and Maintenance,1244160
701,2008,812000,Personal and Laundry Services,1329860
702,2008,813000,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1348760
703,2008,999000,"Federal, State, and Local Government (OES Designation)",9748080
704,2007,113000,Forestry and Logging,60280
705,2007,115000,Support Activities for Agriculture and Forestry,325450
706,2007,211000,Oil and Gas Extraction,140250
707,2007,212000,Mining (except Oil and Gas),221470
708,2007,213000,Support Activities for Mining,282340
709,2007,221000,Utilities,542230
710,2007,236000,Construction of Buildings,1780160
711,2007,237000,Heavy and Civil Engineering Construction,1011860
712,2007,238000,Specialty Trade Contractors,4879650
713,2007,311000,Food Manufacturing,1467760
714,2007,312000,Beverage and Tobacco Product Manufacturing,195590
715,2007,313000,Textile Mills,175400
716,2007,314000,Textile Product Mills,155930
717,2007,315000,Apparel Manufacturing,224650
718,2007,316000,Leather and Allied Product Manufacturing,34020
719,2007,321000,Wood Product Manufacturing,530960
720,2007,322000,Paper Manufacturing,458870
721,2007,323000,Printing and Related Support Activities,628920
722,2007,324000,Petroleum and Coal Products Manufacturing,114690
723,2007,325000,Chemical Manufacturing,857790
724,2007,326000,Plastics and Rubber Products Manufacturing,762090
725,2007,327000,Nonmetallic Mineral Product Manufacturing,510070
726,2007,331000,Primary Metal Manufacturing,456220
727,2007,332000,Fabricated Metal Product Manufacturing,1560850
728,2007,333000,Machinery Manufacturing,1178970
729,2007,334000,Computer and Electronic Product Manufacturing,1289100
730,2007,335000,"Electrical Equipment, Appliance, and Component Manufacturing",431850
731,2007,336000,Transportation Equipment Manufacturing,1734870
732,2007,337000,Furniture and Related Product Manufacturing,539960
733,2007,339000,Miscellaneous Manufacturing,652130
734,2007,423000,"Merchant Wholesalers, Durable Goods",3092920
735,2007,424000,"Merchant Wholesalers, Nondurable Goods",2060080
736,2007,425000,Wholesale Electronic Markets and Agents and Brokers,811910
737,2007,441000,Motor Vehicle and Parts Dealers,1912140
738,2007,442000,Furniture and Home Furnishings Stores,588420
739,2007,443000,Electronics and Appliance Stores,557750
740,2007,444000,Building Material and Garden Equipment and Supplies Dealers,1329920
741,2007,445000,Food and Beverage Stores,2834100
742,2007,446000,Health and Personal Care Stores,987740
743,2007,447000,Gasoline Stations,861790
744,2007,448000,Clothing and Clothing Accessories Stores,1523910
745,2007,451000,"Sporting Goods, Hobby, Book, and Music Stores",668660
746,2007,452000,General Merchandise Stores,3058110
747,2007,453000,Miscellaneous Store Retailers,880070
748,2007,454000,Nonstore Retailers,440090
749,2007,481000,Air Transportation,485870
750,2007,482000,Rail Transportation,212660
751,2007,483000,Water Transportation,61720
752,2007,484000,Truck Transportation,1444800
753,2007,485000,Transit and Ground Passenger Transportation,420020
754,2007,486000,Pipeline Transportation,38180
755,2007,487000,Scenic and Sightseeing Transportation,27790
756,2007,488000,Support Activities for Transportation,576500
757,2007,491000,Postal Service,785900
758,2007,492000,Couriers and Messengers,580110
759,2007,493000,Warehousing and Storage,672690
760,2007,511000,Publishing Industries (except Internet),896280
761,2007,512000,Motion Picture and Sound Recording Industries,376550
762,2007,515000,Broadcasting (except Internet),326000
763,2007,516000,Internet Publishing and Broadcasting,39670
764,2007,517000,Telecommunications,970750
765,2007,518000,"Internet Service Providers, Web Search Portals, and Data Processing Service",355230
